uid,浏览量,点赞量,观看作者数,观看作品数,观看作品平均时长,观看配乐数,完整观看数,去过的城市数,观看作品城市数
34821,5,0,5,5,10.8,5,1,1,3
34822,46,0,45,46,9.804347826086957,45,8,1,38
34823,3,0,3,3,9.333333333333334,3,2,1,3
34824,21,0,21,21,10.857142857142858,21,11,2,21
34826,25,0,24,25,13.84,19,9,1,23
34827,74,0,74,74,10.27027027027027,66,15,1,55
34828,43,0,43,43,11.232558139534884,36,13,4,38
34829,26,0,25,26,9.692307692307692,26,12,1,23
34830,4,0,4,4,8.5,4,4,1,4
34831,8,0,8,8,10.25,8,6,1,8
34832,2,0,2,2,8.5,2,2,1,2
34833,71,0,69,71,13.253521126760564,57,52,1,51
34834,16,0,16,16,11.8125,16,9,1,15
34835,119,0,117,119,11.588235294117647,106,24,1,83
34836,22,1,22,22,11.318181818181818,19,14,2,22
34837,26,0,26,26,10.846153846153847,25,13,2,21
34838,4,0,4,4,11.0,4,2,1,4
34840,32,0,32,32,11.6875,28,1,1,30
34841,22,0,22,22,12.590909090909092,21,19,1,22
34842,23,0,23,23,10.173913043478262,22,17,1,22
34843,3,0,3,3,14.0,3,1,1,3
34844,69,0,68,69,11.36231884057971,63,14,1,49
34845,17,0,17,17,10.647058823529411,17,11,1,12
34846,129,2,116,129,11.635658914728682,117,69,1,69
34847,2,0,2,2,25.0,2,2,1,2
34848,25,1,25,25,10.84,24,16,3,22
34849,12,0,12,12,10.333333333333334,12,10,2,12
34850,15,0,15,15,10.866666666666667,15,11,1,13
34851,14,0,14,14,9.928571428571429,14,9,1,13
34853,7,0,7,7,11.428571428571429,7,3,1,7
34854,7,0,7,7,9.0,7,3,1,7
34855,232,0,229,232,11.189655172413794,158,141,2,125
34856,2,0,2,2,9.5,2,2,1,2
34857,44,0,44,44,10.090909090909092,42,17,1,36
34858,30,0,30,30,11.966666666666667,27,8,1,20
34859,2,0,2,2,19.5,2,1,1,2
34860,9,0,9,9,9.777777777777779,9,2,1,8
34861,66,1,66,66,10.93939393939394,55,17,1,48
34862,21,0,21,21,9.619047619047619,21,11,1,19
34863,20,0,20,20,12.7,20,17,1,18
34864,1,0,1,1,10.0,1,0,1,1
34865,5,0,5,5,18.2,5,1,1,5
34866,30,0,30,30,9.7,27,16,1,25
34867,7,0,7,7,8.0,7,2,1,7
34868,19,0,17,19,11.68421052631579,19,15,1,16
34869,27,0,27,27,11.185185185185185,25,12,1,19
34871,55,1,47,55,12.218181818181819,49,31,1,27
34872,45,0,44,45,12.333333333333334,37,28,1,38
34873,54,0,54,54,11.444444444444445,51,29,2,44
34874,7,0,7,7,10.571428571428571,7,2,1,7
34876,4,0,4,4,7.0,4,1,1,4
34877,21,0,21,21,14.142857142857142,21,15,1,20
34878,8,0,8,8,10.75,7,6,2,7
34879,9,1,9,9,9.777777777777779,9,3,1,9
34880,5,0,5,5,14.2,5,5,1,5
34881,16,0,16,16,8.875,15,11,1,15
34882,9,0,9,9,9.88888888888889,9,4,1,7
34883,18,0,18,18,13.444444444444445,17,11,1,17
34884,9,2,9,9,18.555555555555557,9,8,1,8
34885,3,0,3,3,7.333333333333333,3,1,1,3
34886,6,0,6,6,8.0,6,1,1,5
34887,26,0,25,26,10.346153846153847,21,9,1,25
34888,51,0,51,51,12.901960784313726,49,31,7,39
34889,5,1,5,5,11.6,5,3,1,5
34890,2,0,2,2,9.0,2,2,1,2
34891,31,0,31,31,14.096774193548388,26,21,1,24
34892,2,0,2,2,24.0,2,1,1,2
34893,12,0,12,12,10.25,12,5,1,12
34894,11,0,11,11,9.454545454545455,11,8,1,11
34895,8,0,8,8,9.875,8,4,1,8
34896,3,0,3,3,26.0,3,0,1,3
34897,25,0,25,25,11.16,20,9,1,22
34898,12,0,12,12,10.416666666666666,12,7,1,11
34899,157,0,141,157,11.050955414012739,130,51,3,81
34900,11,0,11,11,10.272727272727273,10,3,1,11
34901,1,0,1,1,9.0,1,1,1,1
34902,43,0,43,43,13.162790697674419,41,10,1,37
34903,1,0,1,1,9.0,1,0,1,1
34904,6,0,5,6,12.666666666666666,5,0,1,5
34905,3,0,3,3,17.0,3,2,2,3
34906,48,0,47,48,11.645833333333334,46,20,1,30
34907,42,0,41,42,12.238095238095237,37,17,1,34
34908,27,0,27,27,11.518518518518519,23,8,1,25
34910,30,0,30,30,11.1,29,10,1,22
34911,4,0,4,4,9.5,4,2,1,4
34912,4,0,4,4,12.5,4,3,1,4
34914,14,0,14,14,10.428571428571429,14,6,1,13
34916,61,1,60,61,10.868852459016393,55,18,1,49
34917,8,0,8,8,9.25,8,1,1,7
34918,3,0,3,3,8.333333333333334,3,2,1,3
34919,44,1,43,44,11.227272727272727,39,14,1,36
34920,131,2,129,131,11.320610687022901,124,57,1,84
34921,3,0,3,3,9.333333333333334,3,2,1,3
34922,14,0,14,14,12.214285714285714,14,8,1,13
34923,16,0,16,16,9.4375,16,9,1,16
34924,249,0,202,249,10.730923694779117,203,65,1,73
34925,18,0,18,18,10.61111111111111,17,4,1,13
34926,22,0,22,22,9.727272727272727,22,13,1,13
34927,28,1,28,28,11.821428571428571,28,10,1,21
34928,3,0,3,3,8.666666666666666,3,2,1,3
34929,12,0,12,12,15.666666666666666,12,12,1,11
34930,46,0,46,46,11.065217391304348,45,10,1,37
34931,6,0,6,6,8.0,6,5,1,5
34932,16,0,16,16,10.125,16,14,1,16
34933,20,0,19,20,11.1,19,13,1,18
34934,3,0,3,3,7.333333333333333,3,0,1,1
34935,46,0,43,46,9.73913043478261,44,17,1,35
34936,25,0,25,25,11.16,22,16,1,19
34937,7,0,7,7,10.428571428571429,7,7,1,7
34938,8,0,8,8,12.875,8,6,1,8
34939,16,0,16,16,11.3125,15,9,1,15
34940,31,0,31,31,13.32258064516129,26,22,1,26
34941,7,0,7,7,13.142857142857142,7,4,1,5
34942,1,0,1,1,11.0,1,1,1,1
34943,87,0,86,87,10.045977011494253,65,48,1,58
34944,15,0,15,15,12.4,13,10,1,14
34945,52,0,52,52,10.173076923076923,45,31,1,42
34947,5,0,5,5,8.8,5,2,2,5
34948,22,0,22,22,13.272727272727273,20,12,1,17
34949,54,0,54,54,12.37037037037037,49,22,1,42
34950,10,0,10,10,11.1,10,5,1,9
34951,60,0,54,60,10.1,53,38,1,42
34952,23,0,23,23,14.0,20,12,1,19
34953,8,0,8,8,8.875,8,4,2,8
34954,3,1,3,3,12.666666666666666,3,1,1,3
34955,4,0,4,4,21.0,4,4,1,4
34956,13,0,13,13,10.76923076923077,13,4,1,12
34957,19,0,18,19,11.68421052631579,16,11,1,15
34958,15,0,14,15,9.533333333333333,15,12,2,12
34959,32,0,31,32,11.84375,29,17,1,31
34960,8,0,8,8,9.25,8,4,1,8
34961,5,0,5,5,10.6,5,3,1,5
34962,3,0,3,3,8.333333333333334,3,3,2,3
34963,32,0,32,32,10.9375,28,18,1,27
34964,9,0,9,9,8.333333333333334,9,6,1,8
34965,41,0,40,41,12.390243902439025,35,20,1,32
34966,223,0,215,223,11.511210762331839,179,72,2,115
34967,4,0,4,4,12.5,4,3,2,4
34968,12,0,12,12,13.083333333333334,12,8,1,12
34969,27,0,25,27,11.777777777777779,24,7,1,23
34970,19,2,19,19,13.789473684210526,17,12,1,17
34971,2,0,2,2,8.0,2,2,1,2
34972,4,0,4,4,8.0,4,4,3,4
34973,3,0,3,3,9.0,3,2,1,3
34974,4,0,4,4,11.0,4,1,1,4
34975,55,0,54,55,11.236363636363636,48,15,1,41
34976,6,0,6,6,16.5,6,4,1,6
34977,18,0,18,18,10.38888888888889,18,10,1,18
34978,14,0,14,14,12.357142857142858,13,7,1,13
34979,3,0,3,3,9.333333333333334,3,2,1,3
34980,28,0,28,28,14.071428571428571,26,10,1,20
34981,32,0,31,32,9.90625,26,25,1,28
34982,65,0,62,65,11.492307692307692,55,42,1,51
34983,122,0,119,122,10.819672131147541,107,48,1,73
34984,19,0,19,19,12.0,17,10,1,17
34985,13,0,13,13,12.076923076923077,12,5,1,12
34986,9,0,9,9,13.666666666666666,9,5,1,7
34987,46,0,46,46,11.108695652173912,42,20,3,38
34988,1,0,1,1,10.0,1,0,1,1
34989,21,0,21,21,12.095238095238095,20,8,1,17
34990,19,0,16,19,10.368421052631579,19,6,1,16
34991,37,1,36,37,11.378378378378379,34,15,1,27
34992,12,0,12,12,12.666666666666666,12,3,1,12
34993,55,0,51,55,11.090909090909092,50,17,1,45
34994,8,0,8,8,14.75,8,2,1,8
34995,22,0,21,22,9.863636363636363,22,10,1,18
34996,33,0,33,33,9.333333333333334,32,12,1,27
34997,8,0,8,8,8.75,8,2,1,8
34998,55,0,54,55,10.89090909090909,51,33,1,45
34999,3,0,3,3,11.333333333333334,3,2,1,3
35000,10,0,8,10,9.4,10,5,1,8
35001,62,0,60,62,10.451612903225806,52,23,1,44
35002,4,0,4,4,9.0,4,2,1,4
35003,18,0,18,18,11.11111111111111,17,10,1,15
35004,6,0,6,6,7.666666666666667,6,6,1,6
35005,8,0,7,8,16.25,8,3,1,7
35006,23,3,23,23,10.652173913043478,23,16,1,20
35007,35,1,35,35,11.2,33,10,1,33
35008,37,0,36,37,12.27027027027027,33,7,1,33
35009,10,0,10,10,9.4,9,8,1,10
35010,3,0,3,3,12.333333333333334,3,3,1,3
35011,21,0,21,21,12.619047619047619,21,9,1,20
35012,11,0,11,11,11.090909090909092,11,3,1,11
35013,19,0,19,19,11.736842105263158,18,9,1,16
35014,108,1,105,108,10.055555555555555,89,47,2,75
35015,26,0,25,26,10.346153846153847,21,11,1,23
35016,10,0,10,10,13.4,10,7,1,9
35017,68,0,66,68,10.867647058823529,61,12,2,51
35018,9,0,9,9,11.444444444444445,8,2,1,9
35019,11,0,11,11,17.363636363636363,11,7,1,10
35020,38,0,38,38,10.394736842105264,37,24,1,31
35021,13,0,13,13,8.615384615384615,12,0,1,3
35022,102,0,99,102,12.068627450980392,88,55,1,69
35023,13,0,13,13,8.538461538461538,13,12,1,12
35025,19,0,19,19,11.578947368421053,19,14,1,18
35026,4,0,4,4,8.25,4,2,1,4
35027,54,0,53,54,11.592592592592593,50,24,1,36
35028,16,0,15,16,13.5625,15,13,1,15
35029,2,0,2,2,8.5,2,2,1,2
35030,19,0,18,19,9.789473684210526,18,10,1,15
35031,7,0,7,7,9.857142857142858,7,3,2,5
35032,25,0,25,25,9.56,23,11,1,18
35033,29,0,28,29,11.758620689655173,28,14,1,25
35034,27,0,26,27,8.592592592592593,27,10,2,21
35035,6,0,6,6,9.333333333333334,6,2,1,5
35036,182,0,173,182,11.175824175824175,164,84,1,89
35037,5,0,5,5,7.0,5,0,1,1
35038,4,0,4,4,15.5,4,4,2,4
35039,33,0,31,33,11.93939393939394,33,25,2,27
35040,5,0,5,5,11.0,5,2,1,5
35041,18,0,18,18,11.333333333333334,16,5,2,17
35042,2,0,2,2,12.0,2,1,1,2
35043,68,0,59,68,10.764705882352942,62,43,1,49
35044,55,0,55,55,12.618181818181819,52,28,1,45
35045,6,0,6,6,12.833333333333334,6,1,1,6
35046,3,0,3,3,8.666666666666666,3,1,1,3
35047,6,0,6,6,17.833333333333332,6,2,1,6
35048,53,0,52,53,12.660377358490566,45,19,1,41
35049,48,0,47,48,11.895833333333334,47,19,1,39
35050,11,0,10,11,8.818181818181818,11,9,1,9
35051,37,0,37,37,12.216216216216216,34,3,1,33
35052,7,0,7,7,10.571428571428571,7,6,1,7
35053,16,0,15,16,8.75,16,8,1,12
35054,16,0,16,16,12.75,16,8,1,12
35055,8,0,8,8,9.375,8,7,1,8
35056,33,1,33,33,10.696969696969697,33,13,1,27
35057,77,0,73,77,10.376623376623376,72,35,1,60
35058,14,0,14,14,11.142857142857142,14,7,1,14
35059,24,0,24,24,12.708333333333334,20,8,1,23
35060,13,0,13,13,11.153846153846153,13,6,1,11
35061,7,0,7,7,11.285714285714286,5,5,1,7
35062,7,0,7,7,12.571428571428571,7,4,1,7
35063,9,0,9,9,16.0,8,2,1,9
35064,5,0,5,5,13.2,5,5,1,5
35065,77,0,74,77,9.909090909090908,67,28,1,50
35066,24,0,23,24,15.333333333333334,23,11,1,21
35067,79,0,77,79,10.949367088607595,69,29,1,54
35068,69,0,64,69,10.53623188405797,67,8,1,56
35069,2,0,2,2,24.0,2,2,1,2
35070,60,0,59,60,11.483333333333333,55,29,1,51
35071,27,0,27,27,13.925925925925926,26,16,1,20
35072,8,0,8,8,8.625,8,4,1,7
35073,26,0,26,26,13.26923076923077,24,11,1,24
35074,40,0,40,40,12.325,33,20,1,35
35075,23,0,22,23,10.521739130434783,23,9,1,20
35076,96,0,96,96,10.208333333333334,73,49,1,61
35077,34,0,34,34,11.058823529411764,31,20,1,26
35078,5,0,5,5,7.8,5,3,1,5
35079,25,0,25,25,11.12,25,15,1,23
35080,18,0,18,18,13.222222222222221,16,7,1,1
35081,23,0,23,23,14.08695652173913,22,17,1,21
35082,2,0,2,2,10.0,2,0,1,2
35083,10,0,10,10,11.7,10,3,1,8
35084,19,0,19,19,10.368421052631579,19,10,1,18
35085,2,0,2,2,6.5,2,2,1,2
35086,76,2,74,76,11.118421052631579,75,48,1,59
35087,7,0,7,7,11.857142857142858,7,5,1,7
35088,24,0,24,24,9.5,22,17,5,20
35089,16,0,15,16,12.75,15,5,1,15
35090,42,0,41,42,11.666666666666666,37,20,1,36
35091,7,0,7,7,14.142857142857142,7,6,1,7
35092,47,0,45,47,9.53191489361702,47,26,6,41
35093,3,0,3,3,8.333333333333334,3,0,1,3
35094,20,0,20,20,12.45,18,9,1,18
35096,1,0,1,1,10.0,1,0,1,1
35097,31,0,31,31,12.548387096774194,30,23,1,25
35098,31,0,31,31,10.580645161290322,29,14,1,29
35099,60,1,59,60,11.9,53,21,1,40
35100,22,0,22,22,15.363636363636363,22,10,1,20
35101,8,0,7,8,9.75,8,5,1,7
35102,22,0,20,22,12.909090909090908,22,11,1,19
35103,70,0,70,70,12.028571428571428,63,11,1,57
35104,12,0,12,12,10.166666666666666,11,7,1,12
35105,3,0,3,3,13.0,3,2,1,3
35106,5,0,5,5,9.0,5,5,1,5
35107,1,0,1,1,6.0,1,1,1,1
35108,11,0,11,11,15.636363636363637,11,8,1,11
35109,4,0,4,4,7.75,4,3,1,4
35110,18,0,18,18,11.38888888888889,16,3,1,17
35111,30,0,30,30,14.2,30,7,1,26
35112,46,0,46,46,11.76086956521739,42,13,1,36
35113,45,5,44,45,13.444444444444445,41,13,2,35
35114,38,0,38,38,10.710526315789474,36,21,1,35
35115,18,0,17,18,9.055555555555555,18,9,1,13
35116,2,0,2,2,9.0,2,0,1,2
35117,19,0,18,19,12.68421052631579,19,11,1,15
35118,34,0,33,34,10.676470588235293,28,13,1,29
35119,128,0,126,128,10.59375,103,70,1,93
35120,70,24,69,70,10.342857142857143,66,34,1,53
35121,13,0,13,13,11.76923076923077,13,9,1,10
35122,42,0,40,42,12.30952380952381,39,7,1,36
35123,6,0,6,6,9.0,6,5,1,6
35124,30,0,29,30,11.766666666666667,29,21,2,23
35125,33,0,33,33,11.272727272727273,29,13,1,30
35126,23,1,23,23,11.043478260869565,21,7,1,21
35127,49,0,47,49,10.693877551020408,46,34,1,40
35128,16,0,16,16,11.8125,14,1,1,10
35129,19,1,18,19,10.421052631578947,17,15,2,18
35130,89,0,86,89,12.146067415730338,82,37,1,60
35131,25,0,25,25,10.04,25,11,1,24
35132,9,0,9,9,12.555555555555555,9,6,2,9
35133,9,0,9,9,13.333333333333334,9,1,1,9
35134,17,0,17,17,9.764705882352942,17,6,1,17
35135,27,0,27,27,11.0,26,16,1,25
35136,85,0,84,85,11.141176470588235,66,21,1,67
35137,10,1,10,10,10.3,10,7,1,10
35138,14,0,13,14,11.785714285714286,11,11,1,13
35139,27,0,25,27,12.62962962962963,25,17,1,18
35140,2,0,2,2,7.5,2,1,1,2
35141,17,0,16,17,13.0,17,1,1,14
35142,26,0,26,26,13.923076923076923,25,13,1,24
35143,5,1,5,5,9.4,5,2,1,5
35144,4,0,4,4,8.75,4,1,1,4
35145,14,0,14,14,12.571428571428571,14,9,2,13
35146,24,1,24,24,10.166666666666666,21,8,1,24
35148,20,3,20,20,9.3,20,12,1,19
35149,34,6,33,34,11.176470588235293,30,11,1,28
35150,42,0,40,42,11.142857142857142,38,3,1,33
35151,50,0,48,50,11.56,47,22,2,45
35153,49,1,49,49,11.612244897959183,49,27,1,41
35154,26,0,26,26,12.76923076923077,24,14,1,22
35155,10,0,9,10,8.6,10,4,1,8
35156,14,0,14,14,13.142857142857142,14,3,1,14
35157,106,0,104,106,12.141509433962264,96,55,4,72
35159,35,0,34,35,10.485714285714286,35,14,1,26
35160,100,0,98,100,10.47,84,53,3,66
35161,5,0,5,5,8.0,5,1,1,5
35162,25,0,24,25,10.88,23,9,1,19
35163,7,0,7,7,12.428571428571429,7,4,1,7
35164,60,0,60,60,11.216666666666667,51,26,1,42
35165,2,0,2,2,16.0,2,2,1,2
35166,43,0,40,43,9.418604651162791,41,35,2,28
35167,30,0,30,30,14.266666666666667,29,19,1,29
35168,11,0,11,11,14.363636363636363,11,1,1,11
35169,16,0,16,16,13.3125,16,4,1,13
35170,34,0,34,34,12.588235294117647,33,16,1,31
35171,25,0,25,25,11.28,25,4,1,22
35172,46,1,43,46,10.652173913043478,42,24,1,39
35173,41,0,40,41,11.097560975609756,38,21,1,30
35174,89,0,80,89,10.640449438202246,75,42,1,46
35175,10,0,10,10,12.6,9,7,1,9
35176,5,0,5,5,13.6,5,5,1,5
35177,71,0,60,71,11.450704225352112,67,14,1,39
35178,20,1,19,20,13.9,16,8,1,18
35179,4,0,4,4,19.0,4,2,1,3
35180,11,0,11,11,11.454545454545455,11,6,1,10
35181,38,2,38,38,10.763157894736842,35,20,1,31
35182,9,3,9,9,13.11111111111111,8,5,1,9
35183,21,0,21,21,11.333333333333334,20,12,1,20
35184,22,0,21,22,9.045454545454545,22,16,1,18
35185,6,0,6,6,9.833333333333334,6,4,1,6
35186,21,0,21,21,14.523809523809524,18,13,1,16
35187,3,0,3,3,13.666666666666666,3,1,1,3
35188,3,0,3,3,9.666666666666666,3,0,1,3
35189,19,0,18,19,11.68421052631579,19,8,1,15
35190,71,0,68,71,11.380281690140846,68,34,1,51
35191,15,0,15,15,12.666666666666666,15,8,1,13
35192,7,0,7,7,9.285714285714286,7,1,1,7
35193,9,0,9,9,9.11111111111111,9,6,1,9
35194,38,0,38,38,10.605263157894736,29,14,1,34
35196,135,0,127,135,11.355555555555556,118,41,1,90
35197,13,0,13,13,13.153846153846153,11,6,1,10
35198,23,0,22,23,10.956521739130435,22,9,1,19
35199,31,0,31,31,10.32258064516129,27,18,1,26
35200,77,3,72,77,12.25974025974026,61,42,1,43
35201,42,1,42,42,14.19047619047619,39,6,1,34
35202,16,0,15,16,12.0,14,12,2,13
35203,16,0,15,16,12.1875,16,6,2,14
35204,79,0,75,79,11.291139240506329,66,30,1,59
35205,48,0,47,48,11.3125,47,22,1,40
35206,6,0,6,6,14.0,6,5,1,6
35207,6,0,6,6,9.333333333333334,6,0,1,6
35208,18,0,18,18,8.5,18,7,1,16
35209,9,0,9,9,8.333333333333334,9,3,1,8
35210,2,0,2,2,9.5,2,1,1,2
35211,90,0,89,90,10.822222222222223,67,47,2,65
35212,3,0,3,3,8.0,3,3,1,3
35213,51,0,51,51,11.568627450980392,41,18,1,39
35214,33,0,33,33,13.272727272727273,31,10,1,28
35215,31,0,31,31,10.096774193548388,29,17,1,27
35216,7,0,7,7,10.142857142857142,7,5,1,7
35217,37,0,37,37,9.972972972972974,32,14,1,34
35218,15,0,15,15,9.8,13,8,1,15
35219,4,0,4,4,12.0,4,0,1,4
35220,15,0,15,15,11.533333333333333,14,8,1,14
35221,7,0,7,7,10.571428571428571,7,0,1,7
35222,20,0,20,20,12.2,19,6,1,19
35223,92,0,89,92,11.543478260869565,83,14,1,58
35224,29,2,29,29,13.793103448275861,28,9,2,26
35225,9,0,9,9,11.222222222222221,9,5,1,9
35227,192,3,175,192,10.171875,117,40,1,92
35228,82,0,78,82,11.573170731707316,70,56,1,55
35229,1,0,1,1,10.0,1,0,1,1
35230,35,0,30,35,11.371428571428572,33,11,1,26
35231,19,0,19,19,11.157894736842104,17,5,1,17
35232,48,0,47,48,11.666666666666666,44,10,1,43
35233,34,0,34,34,11.029411764705882,31,8,1,32
35235,59,4,57,59,10.457627118644067,52,24,1,47
35236,51,0,44,51,10.92156862745098,46,12,1,17
35237,17,0,17,17,10.411764705882353,17,4,1,16
35238,132,1,122,132,11.265151515151516,120,34,1,84
35239,10,1,10,10,12.9,10,3,1,10
35240,4,0,4,4,9.25,4,3,1,4
35241,10,0,10,10,10.2,10,4,1,9
35242,28,0,25,28,12.607142857142858,27,16,1,20
35243,25,0,25,25,9.96,25,15,1,20
35244,15,0,15,15,12.133333333333333,15,4,1,11
35245,1,0,1,1,4.0,1,0,1,1
35246,11,0,11,11,14.545454545454545,11,9,1,11
35247,7,0,7,7,10.142857142857142,7,2,1,7
35248,6,0,6,6,9.833333333333334,5,3,1,6
35249,1,0,1,1,7.0,1,1,1,1
35250,29,0,29,29,11.517241379310345,29,6,1,28
35251,78,0,75,78,11.205128205128204,59,39,1,54
35253,85,0,80,85,11.223529411764705,80,54,1,60
35254,18,0,18,18,9.38888888888889,17,15,2,17
35256,18,0,17,18,9.11111111111111,17,10,1,18
35257,45,1,44,45,11.044444444444444,41,14,1,39
35258,24,0,23,24,12.666666666666666,23,12,2,23
35259,4,0,4,4,7.75,4,2,1,4
35260,2,0,2,2,8.5,1,2,1,2
35261,8,0,8,8,9.375,8,5,1,8
35262,3,0,3,3,8.666666666666666,3,1,1,2
35263,26,0,25,26,13.923076923076923,24,9,1,21
35264,40,0,38,40,9.75,38,14,1,33
35265,43,0,43,43,10.813953488372093,37,8,1,27
35266,32,1,32,32,9.375,29,16,1,28
35267,2,0,2,2,16.0,2,1,1,2
35268,3,0,3,3,9.333333333333334,3,3,1,3
35269,25,0,25,25,12.24,23,14,1,24
35270,8,0,8,8,14.125,8,4,1,8
35271,27,1,27,27,16.074074074074073,25,10,1,25
35272,4,1,4,4,8.25,4,0,1,4
35273,22,0,21,22,12.863636363636363,22,16,1,20
35274,15,0,14,15,14.6,14,14,1,14
35275,5,0,5,5,15.8,5,5,1,5
35276,18,0,17,18,10.333333333333334,18,10,3,16
35277,8,0,8,8,11.375,8,2,1,8
35278,4,0,4,4,20.5,4,1,1,4
35279,22,1,21,22,11.045454545454545,22,10,1,20
35281,31,1,31,31,9.903225806451612,29,10,1,26
35282,29,0,29,29,12.586206896551724,23,0,1,27
35283,29,0,29,29,9.931034482758621,29,20,1,15
35284,27,0,25,27,9.333333333333334,25,13,1,22
35285,35,1,35,35,10.82857142857143,34,13,1,29
35286,114,0,113,114,10.921052631578947,85,49,1,73
35287,2,0,2,2,17.5,2,2,1,2
35288,11,0,11,11,11.727272727272727,11,7,1,11
35289,28,0,28,28,11.035714285714286,25,17,1,25
35290,3,0,3,3,9.333333333333334,3,2,1,3
35291,15,0,15,15,11.8,14,10,1,14
35292,25,0,25,25,8.84,24,18,1,22
35293,4,0,4,4,8.5,4,1,1,4
35294,22,1,22,22,12.590909090909092,22,9,1,19
35295,13,0,13,13,8.692307692307692,12,2,1,12
35296,5,0,5,5,9.6,5,1,1,5
35297,3,0,3,3,12.666666666666666,3,0,1,3
35298,24,2,24,24,10.791666666666666,22,8,1,16
35299,92,0,92,92,12.75,74,34,1,63
35300,1,0,1,1,11.0,1,0,1,1
35301,57,0,57,57,11.56140350877193,55,18,1,44
35302,18,0,18,18,10.666666666666666,18,12,1,17
35303,34,0,34,34,12.205882352941176,31,20,2,29
35304,14,0,14,14,9.071428571428571,14,1,1,12
35305,168,4,164,168,11.136904761904763,141,75,2,108
35306,20,0,20,20,14.95,19,6,1,20
35307,59,0,56,59,11.338983050847459,58,44,3,43
35308,1,0,1,1,9.0,1,0,1,1
35309,5,0,5,5,8.4,4,2,1,4
35310,28,0,28,28,12.321428571428571,25,17,1,24
35311,35,0,35,35,11.771428571428572,27,23,1,30
35312,26,0,26,26,14.538461538461538,26,13,1,22
35313,22,0,22,22,10.090909090909092,21,7,1,20
35314,13,0,13,13,8.076923076923077,12,4,1,12
35315,53,0,52,53,12.320754716981131,50,24,1,40
35316,6,0,6,6,9.333333333333334,6,3,1,6
35317,10,0,10,10,10.5,9,3,1,10
35318,79,0,75,79,12.30379746835443,72,33,1,51
35319,116,1,112,116,13.077586206896552,107,40,1,78
35320,52,0,50,52,11.057692307692308,51,20,1,36
35321,26,1,25,26,10.423076923076923,24,16,1,25
35322,3,0,3,3,14.0,3,1,1,3
35323,18,0,18,18,10.222222222222221,18,2,1,14
35324,9,0,8,9,10.0,9,6,1,8
35325,6,0,6,6,8.666666666666666,6,5,1,6
35326,4,0,4,4,7.25,4,0,1,4
35327,16,1,16,16,9.5,15,8,2,14
35328,87,12,84,87,10.666666666666666,72,31,1,59
35329,37,0,36,37,11.702702702702704,32,12,1,31
35330,14,0,12,14,10.285714285714286,14,8,1,11
35331,64,0,61,64,10.125,59,33,1,54
35332,35,0,35,35,12.285714285714286,35,18,1,28
35333,7,0,7,7,14.571428571428571,7,0,1,6
35334,34,0,33,34,11.470588235294118,32,10,1,27
35335,266,1,240,266,11.003759398496241,220,71,1,114
35336,41,0,37,41,12.195121951219512,40,15,1,27
35337,44,14,43,44,9.227272727272727,39,29,1,35
35339,137,0,125,137,11.007299270072993,119,41,2,74
35340,3,0,3,3,8.333333333333334,3,2,1,3
35341,32,0,31,32,12.875,28,15,1,27
35342,2,0,2,2,9.5,2,1,1,2
35343,115,0,108,115,11.008695652173913,94,69,1,73
35344,37,0,37,37,11.108108108108109,35,19,1,32
35345,22,0,21,22,13.5,20,16,1,18
35346,96,29,95,96,10.75,80,56,1,63
35347,7,0,7,7,16.571428571428573,7,1,1,7
35349,13,0,13,13,13.923076923076923,11,1,1,13
35350,50,0,47,50,11.22,42,23,1,41
35351,33,0,33,33,12.909090909090908,33,13,1,26
35352,38,0,38,38,11.394736842105264,35,5,1,32
35353,41,8,41,41,10.24390243902439,34,16,1,33
35354,49,0,49,49,11.10204081632653,46,22,1,42
35355,2,0,2,2,24.0,2,0,1,2
35356,117,0,115,117,10.239316239316238,106,21,1,83
35357,27,0,27,27,12.814814814814815,24,12,2,25
35358,32,0,32,32,10.15625,30,18,2,27
35359,74,0,71,74,12.121621621621621,60,18,2,46
35360,42,0,40,42,10.904761904761905,33,25,2,38
35361,6,0,6,6,14.166666666666666,6,3,1,6
35362,25,0,25,25,12.0,23,22,1,25
35364,1,0,1,1,9.0,1,0,1,1
35365,7,0,7,7,9.714285714285714,7,1,1,7
35366,8,0,8,8,12.125,8,1,1,8
35367,3,0,3,3,9.666666666666666,3,1,1,3
35368,12,0,12,12,9.25,11,5,1,12
35369,88,0,88,88,10.863636363636363,78,16,1,61
35371,20,0,20,20,9.9,19,9,1,20
35372,11,0,11,11,13.363636363636363,10,6,1,11
35373,24,0,24,24,9.666666666666666,23,18,1,24
35374,15,0,15,15,9.8,15,9,1,13
35375,5,0,5,5,12.0,5,3,2,2
35376,2,0,2,2,35.5,2,0,1,2
35377,6,0,6,6,8.0,6,5,1,6
35378,19,0,19,19,11.31578947368421,18,6,1,19
35379,12,0,12,12,8.583333333333334,12,3,1,12
35380,94,0,84,94,11.96808510638298,86,21,1,51
35381,39,0,36,39,12.846153846153847,36,16,1,22
35382,19,0,19,19,11.105263157894736,19,4,1,14
35383,2,0,2,2,8.5,2,0,1,2
35384,53,2,53,53,12.245283018867925,50,35,1,44
35385,25,0,23,25,15.0,22,13,1,15
35386,72,0,70,72,11.0,60,36,1,59
35387,26,0,26,26,11.307692307692308,22,16,1,19
35388,72,14,68,72,11.347222222222221,66,53,1,47
